ActivityID,StationID,Date_Tt,TP_mgL,PO4_mgL,NOx_mgL,TKN_mgL,NO3_mgL,NO2_mgL,TN_mgL,Bug_StationID,Type,Avg_NH_IBI_Score,Latitude,Longitude
A63148-4,02-SHG,8/22/2003,0.056,,0.37,,,,,,,,42.860642,-71.493033
2011-988,02-SHG,6/21/2011,0.04,,0.29,,,,,,,,42.860642,-71.493033
A60957-3,02-SHG,7/23/2003,0.063,,0.56,0.3,,,0.86,,,,42.860642,-71.493033
2018-3878,02-SHG,8/14/2018,0.0431,,0.11,0.48,0.11,,0.59,,,,42.860642,-71.493033
RA08090102,02-SHG,8/9/2001,0.046,,,0.3,0.4,,,,,,42.860642,-71.493033
A400394002,02-SHG,1/28/2014,0.0242,,0.45,,,,,,,,42.860642,-71.493033
A304847003,02-SHG,7/8/2013,0.0362,,0.36,0.34,0.35,,0.7,,,,42.860642,-71.493033
2018-1251,02-SHG,6/20/2018,0.0304,,0.71,,0.7,,,,,,42.860642,-71.493033
A403893004,02-SHG,6/23/2014,0.0432,,0.45,,,,,,,,42.860642,-71.493033
2019-5315,02-SHG,10/22/2019,0.0215,,0.31,0.26,0.31,,0.57,,,,42.860642,-71.493033
RA08160002,02-SHG,8/16/2000,0.044,,,0.34,0.25,,,,,,42.860642,-71.493033
A303800005,02-SHG,6/11/2013,0.0329,,0.093,,0.085,,,,,,42.860642,-71.493033
2004-4149,02-SHG,8/12/2004,0.065,,0.74,0.4,,,1.14,,,,42.860642,-71.493033
2005-1727,02-SHG,6/17/2005,0.063,,0.34,0.6,,,0.94,,,,42.860642,-71.493033
2015-2586,02-SHG,7/20/2015,0.0243,,0.42,0.55,0.42,,0.97,,,,42.860642,-71.493033
2016-5384,02-SHG,10/18/2016,0.0358,,0.63,0.3,0.63,,0.93,,,,42.860642,-71.493033
2007-4450,02-SHG,8/23/2007,0.039,,0.67,,,,,,,,42.860642,-71.493033
2015-250,02-SHG,4/6/2015,0.0181,,0.15,,,,,,,,42.860642,-71.493033
2009-1834,02-SHG,6/24/2009,0.034,,0.11,,,,,,,,42.860642,-71.493033
2006-4236,02-SHG,8/9/2006,0.045,,0.46,0.3,,,0.76,,,,42.860642,-71.493033
2007-1599,02-SHG,6/21/2007,0.051,,0.68,,,,,,,,42.860642,-71.493033
2008-2989,02-SHG,7/17/2008,0.055,,0.46,0.33,,,0.79,,,,42.860642,-71.493033
2011-3624,02-SHG,8/23/2011,0.043,,0.31,0.26,,,0.57,,,,42.860642,-71.493033
RA06280004,02-SHG,6/28/2000,0.046,,,0.58,0.33,,,,,,42.860642,-71.493033
2012-2743,02-SHG,7/24/2012,0.039,,0.71,0.33,,,1.04,,,,42.860642,-71.493033
2010-2677,02-SHG,7/20/2010,0.037,,0.26,0.26,,,0.52,,,,42.860642,-71.493033
2015-1315,02-SHG,6/22/2015,0.0513,,0.43,0.32,,,0.75,,,,42.860642,-71.493033
2006-1518,02-SHG,6/16/2006,0.03,,0.17,,,,,,,,42.860642,-71.493033
2005-4472,02-SHG,8/12/2005,0.038,,,0.3,,,,,,,42.860642,-71.493033
A406671003,02-SHG,8/18/2014,0.0282,,0.26,0.49,,,0.75,,,,42.860642,-71.493033
2012-3821,02-SHG,8/21/2012,0.041,,0.27,0.35,,,0.62,,,,42.860642,-71.493033
2005-3021,02-SHG,7/15/2005,0.047,,0.37,0.3,,,0.67,,,,42.860642,-71.493033
2010-3934,02-SHG,8/17/2010,0.042,,0.3,,,,,,,,42.860642,-71.493033
RA06200203,02-SHG,6/20/2002,0.051,,,0.3,,,,,,,42.860642,-71.493033
RA08220203,02-SHG,8/22/2002,0.071,,,,,,,,,,42.860642,-71.493033
2015-3891,02-SHG,8/17/2015,0.0227,,0.36,0.3,,,0.66,,,,42.860642,-71.493033
2018-2998,02-SHK,7/25/2018,0.0208,,,0.44,,,,02-SHK; 99C-26,Non-Ref,67.109,42.866831,-72.188164
2018-1701,02-SHK,6/27/2018,0.0198,,,0.28,,,,02-SHK; 99C-26,Non-Ref,67.109,42.866831,-72.188164
2018-4283,02-SHK,8/22/2018,0.0222,,,0.37,,,,02-SHK; 99C-26,Non-Ref,67.109,42.866831,-72.188164
RA06140003,02-SKR,6/14/2000,0.015,,,0.27,0.05,,,00M-7,Non-Ref,51.157,43.327711,-71.488206
RA07070004,02-SKR,7/7/2000,0.041,,,0.66,0.08,,,00M-7,Non-Ref,51.157,43.327711,-71.488206
RA07270004,02-SKR,7/27/2000,0.034,,,0.48,0.05,,,00M-7,Non-Ref,51.157,43.327711,-71.488206
2019-3946,02-SNK,8/13/2019,0.0175,,0.14,0.28,,,0.42,,,,43.130653,-71.445894
2017-3189,02-SNO,7/27/2017,0.00728,,,,,,,02-SNO,Not_Available,,43.991785,-71.047394
2017-1922,02-SNO,6/29/2017,0.0117,,0.15,,0.14,,,02-SNO,Not_Available,,43.991785,-71.047394
2017-4448,02-SNO,8/23/2017,0.00901,,0.06,,0.058,,,02-SNO,Not_Available,,43.991785,-71.047394
2016-4243,02-SNW,8/17/2016,0.00951,,,,,,,,,,43.950006,-71.505022
2016-2467,02-SNW,7/13/2016,0.00921,,,,,,,,,,43.950006,-71.505022
2016-954,02-SNW,6/8/2016,0.00746,,,,,,,,,,43.950006,-71.505022
A308834007,02-SOP,10/5/2013,0.0134,,,,,,,,,,42.977758,-71.690714
A309221007,02-SOP,11/1/2013,0.00981,,0.062,,,,,,,,42.977758,-71.690714
TU06082016_02-STO,02-STO,6/8/2016,,0.007201,,,0.0461,,,,,,42.82665,-72.06106
TU010312016_02-STO,02-STO,10/31/2016,,0.006967,,,,,,,,,42.82665,-72.06106
TU010172016_02-STO,02-STO,10/17/2016,,0.00273286,,,0.0359,,,,,,42.82665,-72.06106
2018-2405,02-STV,7/16/2018,0.00582,,,,,,,,,,43.28903,-71.83509
A404653001,02-TAT,7/9/2014,0.0384,,,1.3,,,,,,,43.26875,-70.884722
A403728001,02-TAT,6/18/2014,0.0339,,0.078,0.83,0.063,,0.908,,,,43.26875,-70.884722
A406275001,02-TAT,8/8/2014,0.0345,,0.074,0.73,0.061,,0.804,,,,43.26875,-70.884722
A406275002,02-TAT,8/8/2014,0.033,,0.074,0.73,0.062,,0.804,,,,43.26875,-70.884722
2018-4762,02-TBK,9/6/2018,0.0224,,0.38,0.31,0.37,,0.69,,,,43.027283,-70.854333
A406977003,02-TBK,8/21/2014,0.055,,0.12,0.49,0.12,,0.61,,,,43.027283,-70.854333
2018-5078,02-TBK,10/17/2018,0.0191,,0.28,0.62,0.28,,0.9,,,,43.027283,-70.854333
2017-2456,02-TBK,7/17/2017,0.0245,,0.22,0.36,0.21,,0.58,,,,43.027283,-70.854333
2016-2776,02-TBK,7/19/2016,0.0166,,0.55,,,,,,,,43.027283,-70.854333
A406986003,02-TBK,8/21/2014,0.055,,0.12,0.49,0.12,,0.61,,,,43.027283,-70.854333
2013-4054,02-TBK,8/19/2013,0.025,,0.22,0.46,0.22,,0.68,,,,43.027283,-70.854333
2018-3740,02-TBK,8/9/2018,0.0467,,0.12,0.64,0.12,,0.76,,,,43.027283,-70.854333
A405401003,02-TBK,7/24/2014,0.041,,0.11,0.58,,,0.69,,,,43.027283,-70.854333
2016-4128,02-TBK,8/16/2016,0.0366,,,0.52,,,,,,,43.027283,-70.854333
2017-1110,02-TBK,6/15/2017,0.0198,,0.21,0.38,,,0.59,,,,43.027283,-70.854333
2018-5138,02-TBK,10/31/2018,0.0192,,0.19,0.38,0.19,,0.57,,,,43.027283,-70.854333
2014-4168,02-TBK,9/4/2014,0.0469,,0.11,0.66,0.1,,0.77,,,,43.027283,-70.854333
2014-4167,02-TBK,9/4/2014,0.0521,,0.11,0.68,0.1,,0.79,,,,43.027283,-70.854333
2018-5137,02-TBK,10/31/2018,0.0187,,0.2,0.4,0.19,,0.6,,,,43.027283,-70.854333
2013-4804,02-TBK,9/11/2013,0.0276,,0.099,0.52,,,0.619,,,,43.027283,-70.854333
2016-5086,02-TBK,9/13/2016,0.0339,,,,,,,,,,43.027283,-70.854333
2017-4046,02-TBK,8/15/2017,0.0148,,,,,,,,,,43.027283,-70.854333
A97704-8,02-THB,9/10/2005,0.008,,,,1.67,,,,,,43.169378,-72.2901
RV07230528,02-THB,7/23/2005,,,,,1,,,,,,43.169378,-72.2901
RV07230526,02-THB,7/23/2005,,,,,1.06,,,,,,43.169378,-72.2901
RV08200505,02-THB,8/20/2005,,,,,0.66,,,,,,43.169378,-72.2901
2006-2628,02-TKM,7/10/2006,0.013,,0.3,,,,,,,,42.841161,-71.682794
2006-4080,02-TKM,8/7/2006,0.012,,0.35,,,,,,,,42.841161,-71.682794
2006-5031,02-TKM,8/23/2006,0.014,,0.28,,,,,,,,42.841161,-71.682794
2018-2402,02-TSL,7/16/2018,0.0474,,,,,,,,,,43.33128,-71.94854
2018-2216,02-TSL,7/11/2018,0.0102,,,,,,,,,,43.33128,-71.94854
RA08100002,02-WCH,8/10/2000,0.011,,,0.33,0.26,,,00M-15,Non-Ref,71.121,42.795544,-71.595833
RV06270623,02-WCH,6/27/2006,0.02,0.01,,0.25,1,,,00M-15,Non-Ref,71.121,42.795544,-71.595833
RA07200002,02-WCH,7/20/2000,0.005,,,0.1,0.31,,,00M-15,Non-Ref,71.121,42.795544,-71.595833
RA06280002,02-WCH,6/28/2000,0.009,,,0.35,0.24,,,00M-15,Non-Ref,71.121,42.795544,-71.595833
RV07250614,02-WCH,7/25/2006,0.01,,,0.25,1,,,00M-15,Non-Ref,71.121,42.795544,-71.595833
RV08080631,02-WCH,8/8/2006,0.04,0.01,,0.25,1,,,00M-15,Non-Ref,71.121,42.795544,-71.595833
RV06270618,02-WCH,6/27/2006,0.01,0.01,,0.25,1,,,00M-15,Non-Ref,71.121,42.795544,-71.595833
RV06130606,02-WCH,6/13/2006,0.028,0.01,,0.25,1,,,00M-15,Non-Ref,71.121,42.795544,-71.595833
A110827003,02-WIL,11/22/2011,,,0.47,,0.47,,,02-WIL,Non-Ref,33.667,43.292087,-70.970767
A109537008,02-WIL,10/5/2011,0.04,,,,,,,02-WIL,Non-Ref,33.667,43.292087,-70.970767
A106662003,02-WIL,7/27/2011,0.062,,0.45,0.52,0.44,,0.97,02-WIL,Non-Ref,33.667,43.292087,-70.970767
A108559004,02-WIL,9/6/2011,0.045,,0.42,0.38,0.41,,0.8,02-WIL,Non-Ref,33.667,43.292087,-70.970767
A105378003,02-WIL,7/5/2011,0.043,,0.63,,0.62,,,02-WIL,Non-Ref,33.667,43.292087,-70.970767
A109537009,02-WIL,10/5/2011,0.038,,,,,,,02-WIL,Non-Ref,33.667,43.292087,-70.970767
A110827004,02-WIL,11/22/2011,,,0.47,,0.47,,,02-WIL,Non-Ref,33.667,43.292087,-70.970767
2010-3354,02-WIL,8/2/2010,0.035,,,,,,,02-WIL,Non-Ref,33.667,43.292087,-70.970767
A108442002,02-WIL,8/23/2011,0.042,,,,,,,02-WIL,Non-Ref,33.667,43.292087,-70.970767
A103020005,02-WIL,5/5/2011,0.034,,,,,,,02-WIL,Non-Ref,33.667,43.292087,-70.970767
2011-2551,02-WIN,7/27/2011,0.011,,,,,,,,,,43.443661,-71.649183
2011-3289,02-WIN,8/17/2011,0.022,,,,,,,,,,43.443661,-71.649183
2011-3689,02-WIN,8/24/2011,0.012,,,,,,,,,,43.443661,-71.649183
2011-3078,02-WIN,8/10/2011,0.0088,,,,,,,,,,43.443661,-71.649183
2011-3288,02-WIN,8/17/2011,0.023,,,,,,,,,,43.443661,-71.649183
2011-2834,02-WIN,8/2/2011,0.011,,,,,,,,,,43.443661,-71.649183
2011-2213,02-WIN,7/20/2011,0.0097,,,,,,,,,,43.443661,-71.649183
2011-1676,02-WIN,7/6/2011,0.01,,,,,,,,,,43.443661,-71.649183
2011-4190,02-WIN,9/14/2011,0.0091,,,,,,,,,,43.443661,-71.649183
2011-1048,02-WIN,6/22/2011,0.011,,,,,,,,,,43.443661,-71.649183
2011-1433,02-WIN,6/29/2011,0.011,,,,,,,,,,43.443661,-71.649183
2006-3368,02-WKB,7/24/2006,0.011,,,,,,,,,,43.508061,-71.648844
2006-4851,02-WKB,8/21/2006,0.01,,,,,,,,,,43.508061,-71.648844
2006-4850,02-WKB,8/21/2006,0.009,,,,,,,,,,43.508061,-71.648844
2006-1948,02-WKB,6/26/2006,0.026,,,0.4,,,,,,,43.508061,-71.648844
RA06140006,02-WMS,6/14/2000,0.008,,,0.26,0.05,,,,,,43.431064,-71.58935
RA07070007,02-WMS,7/7/2000,0.022,,,0.34,0.14,,,,,,43.431064,-71.58935
A102432005,02-WMS,4/19/2011,0.0054,,,,,,,,,,43.431064,-71.58935
2018-5136,02-WNC,10/31/2018,0.0299,,0.082,0.33,0.078,,0.412,,,,43.036067,-70.847983
2004-586,02-WNC,4/20/2004,,,0.09,0.4,,,0.49,,,,43.036067,-70.847983
2007-1485,02-WNC,6/20/2007,0.07,,0.21,,,,,,,,43.036067,-70.847983
2016-2775,02-WNC,7/19/2016,0.0347,,,0.45,,,,,,,43.036067,-70.847983
2005-3639,02-WNC,7/26/2005,0.079,,0.05,,,,,,,,43.036067,-70.847983
2011-2647,02-WNC,7/28/2011,0.07,,,0.61,,,,,,,43.036067,-70.847983
A54494-3,02-WNC,3/19/2003,0.025,,0.34,0.3,,,0.64,,,,43.036067,-70.847983
A208891001,02-WNC,9/20/2012,0.057,,0.077,0.74,,,0.817,,,,43.036067,-70.847983
A205431002,02-WNC,7/10/2012,0.1,,,0.92,,,,,,,43.036067,-70.847983
2005-1936,02-WNC,6/22/2005,0.069,,0.18,,,,,,,,43.036067,-70.847983
2005-3638,02-WNC,7/26/2005,0.083,,0.05,,,,,,,,43.036067,-70.847983
2018-4761,02-WNC,9/6/2018,0.0458,,0.18,0.47,0.17,,0.65,,,,43.036067,-70.847983
2013-4806,02-WNC,9/11/2013,0.0417,,0.067,0.54,,,0.607,,,,43.036067,-70.847983
2011-4264,02-WNC,9/15/2011,0.05,,,0.72,,,,,,,43.036067,-70.847983
2006-1702,02-WNC,6/21/2006,0.18,,0.22,0.9,,,1.12,,,,43.036067,-70.847983
2017-2455,02-WNC,7/17/2017,0.0446,,0.14,0.49,0.13,,0.63,,,,43.036067,-70.847983
A49379-3,02-WNC,10/22/2002,0.055,,0.39,0.8,,,1.19,,,,43.036067,-70.847983
2006-3038,02-WNC,7/18/2006,0.14,,,1,,,,,,,43.036067,-70.847983
2004-2862,02-WNC,7/20/2004,0.036,,0.05,,,,,,,,43.036067,-70.847983
2006-914,02-WNC,4/24/2006,0.036,,0.2,0.42,,,0.62,,,,43.036067,-70.847983
2006-1098,02-WNC,5/31/2006,0.056,,0.16,0.9,,,1.06,,,,43.036067,-70.847983
2013-4055,02-WNC,8/19/2013,0.0366,,0.061,0.64,0.058,,0.701,,,,43.036067,-70.847983
2015-4660,02-WNC,9/9/2015,0.032,,,0.76,,,,,,,43.036067,-70.847983
A37783-3,02-WNC,3/19/2002,0.016,,0.17,0.3,,,0.47,,,,43.036067,-70.847983
2006-6055,02-WNC,10/18/2006,0.05,,0.11,0.61,,,0.72,,,,43.036067,-70.847983
2006-5812,02-WNC,9/20/2006,0.066,,0.14,0.52,,,0.66,,,,43.036067,-70.847983
A83762-4,02-WNC,11/17/2004,0.027,,,0.6,0.23,0.05,0.88,,,,43.036067,-70.847983
2005-5097,02-WNC,8/23/2005,0.039,,0.05,0.6,,,0.65,,,,43.036067,-70.847983
A64390-3,02-WNC,9/16/2003,0.03,,0.05,0.8,,,0.85,,,,43.036067,-70.847983
2018-5077,02-WNC,10/17/2018,0.0349,,0.18,0.68,0.17,,0.86,,,,43.036067,-70.847983
A48094-3,02-WNC,9/24/2002,0.148,,0.05,1,,,1.05,,,,43.036067,-70.847983
2007-813,02-WNC,5/16/2007,0.037,,0.15,0.49,,,0.64,,,,43.036067,-70.847983
2015-2330,02-WNC,7/15/2015,0.0579,,0.066,1.1,,,1.166,,,,43.036067,-70.847983
2005-550,02-WNC,3/30/2005,0.021,,0.2,0.3,,,0.5,,,,43.036067,-70.847983
2004-4193,02-WNC,8/11/2004,0.042,,0.05,0.8,,,0.85,,,,43.036067,-70.847983
2007-5510,02-WNC,11/14/2007,0.032,,0.09,0.62,,,0.71,,,,43.036067,-70.847983
A84423-3,02-WNC,12/7/2004,0.02,,0.16,,,,,,,,43.036067,-70.847983
A66199-3,02-WNC,10/28/2003,0.043,,0.05,1.2,,,1.25,,,,43.036067,-70.847983
A43672-3,02-WNC,7/16/2002,0.037,,0.05,0.9,,,0.95,,,,43.036067,-70.847983
A38872-3,02-WNC,4/16/2002,0.027,,0.05,0.8,,,0.85,,,,43.036067,-70.847983
A42273-3,02-WNC,6/24/2002,0.056,,0.07,1.3,,,1.37,,,,43.036067,-70.847983
A45588-3,02-WNC,8/13/2002,0.021,,0.05,0.5,,,0.55,,,,43.036067,-70.847983
2006-639,02-WNC,3/20/2006,0.027,,0.23,0.4,,,0.63,,,,43.036067,-70.847983
2012-4416,02-WNC,9/10/2012,0.043,,,0.61,,,,,,,43.036067,-70.847983
2017-4045,02-WNC,8/15/2017,0.0523,,,,,,,,,,43.036067,-70.847983
A57140-3,02-WNC,5/20/2003,0.029,,0.05,0.6,,,0.65,,,,43.036067,-70.847983
A62962-3,02-WNC,8/20/2003,0.073,,0.05,0.4,,,0.45,,,,43.036067,-70.847983
2012-3335,02-WNC,8/7/2012,0.045,,,0.61,,,,,,,43.036067,-70.847983
2018-3741,02-WNC,8/9/2018,0.0806,,0.088,0.81,0.08,,0.898,,,,43.036067,-70.847983
A406985002,02-WNC,8/21/2014,0.054,,0.062,0.61,0.058,,0.672,,,,43.036067,-70.847983
2007-5507,02-WNC,11/14/2007,0.031,,0.09,0.54,,,0.63,,,,43.036067,-70.847983
2005-6609,02-WNC,12/6/2005,0.03,,0.25,0.4,,,0.65,,,,43.036067,-70.847983
2007-3028,02-WNC,7/24/2007,0.05,,0.07,0.42,,,0.49,,,,43.036067,-70.847983
2006-6306,02-WNC,12/7/2006,0.028,,0.28,0.4,,,0.68,,,,43.036067,-70.847983
A51434-3,02-WNC,12/16/2002,0.036,,0.21,0.3,,,0.51,,,,43.036067,-70.847983
2007-5627,02-WNC,12/11/2007,0.022,,0.24,0.45,,,0.69,,,,43.036067,-70.847983
2005-954,02-WNC,4/28/2005,0.038,,0.14,0.5,,,0.64,,,,43.036067,-70.847983
2015-3813,02-WNC,8/14/2015,0.0424,,,0.48,,,,,,,43.036067,-70.847983
A59389-1,02-WNC,6/30/2003,0.06,,0.07,0.8,,,0.87,,,,43.036067,-70.847983
2006-915,02-WNC,4/24/2006,0.032,,0.2,0.44,,,0.64,,,,43.036067,-70.847983
2007-5137,02-WNC,9/19/2007,0.042,,,0.5,,,,,,,43.036067,-70.847983
2007-521,02-WNC,3/27/2007,0.022,,0.17,,,,,,,,43.036067,-70.847983
2006-640,02-WNC,3/20/2006,0.028,,0.23,0.3,,,0.53,,,,43.036067,-70.847983
2016-4125,02-WNC,8/16/2016,0.0499,,,0.46,,,,,,,43.036067,-70.847983
2004-766,02-WNC,5/18/2004,0.031,,0.1,,,,,,,,43.036067,-70.847983
2007-4313,02-WNC,8/21/2007,0.041,,,0.58,,,,,,,43.036067,-70.847983
2007-640,02-WNC,4/25/2007,0.028,,0.11,0.49,,,0.6,,,,43.036067,-70.847983
2014-4169,02-WNC,9/4/2014,0.0512,,0.056,0.52,0.051,,0.576,,,,43.036067,-70.847983
A67140-3,02-WNC,11/18/2003,0.023,,0.15,0.8,,,0.95,,,,43.036067,-70.847983
2006-1698,02-WNC,6/21/2006,0.18,,0.22,0.7,,,0.92,,,,43.036067,-70.847983
2007-5409,02-WNC,10/23/2007,0.046,,,0.51,,,,,,,43.036067,-70.847983
2004-1224,02-WNC,6/15/2004,0.047,,0.1,,,,,,,,43.036067,-70.847983
2004-767,02-WNC,5/18/2004,0.037,,0.1,,,,,,,,43.036067,-70.847983
2004-476,02-WNC,3/23/2004,,,0.36,0.4,,,0.76,,,,43.036067,-70.847983
2016-5085,02-WNC,9/13/2016,0.0901,,,0.47,,,,,,,43.036067,-70.847983
A40147-3,02-WNC,5/14/2002,0.05,,0.1,0.5,,,0.6,,,,43.036067,-70.847983
2005-6474,02-WNC,11/16/2005,0.027,,0.25,0.5,,,0.75,,,,43.036067,-70.847983
A55805-4,02-WNC,4/23/2003,0.026,,0.22,0.6,,,0.82,,,,43.036067,-70.847983
A81530-2,02-WNC,9/22/2004,0.039,,0.05,0.8,,,0.85,,,,43.036067,-70.847983
A50781-3,02-WNC,11/26/2002,0.023,,0.1,0.6,,,0.7,,,,43.036067,-70.847983
2005-6408,02-WNC,10/26/2005,0.037,,0.08,0.5,,,0.58,,,,43.036067,-70.847983
A405402002,02-WNC,7/24/2014,0.0106,,,0.65,,,,,,,43.036067,-70.847983
2006-4603,02-WNC,8/15/2006,0.061,,0.15,0.7,,,0.85,,,,43.036067,-70.847983
A61056-3,02-WNC,7/24/2003,0.056,,0.06,0.8,,,0.86,,,,43.036067,-70.847983
2015-2331,02-WNC,7/15/2015,0.0547,,,0.59,,,,,,,43.036067,-70.847983
2006-6168,02-WNC,11/15/2006,0.038,,,0.48,,,,,,,43.036067,-70.847983
2007-5408,02-WNC,10/23/2007,0.045,,,0.42,,,,,,,43.036067,-70.847983
A83762-3,02-WNC,11/17/2004,0.028,,,0.6,0.24,0.05,0.89,,,,43.036067,-70.847983
2011-4265,02-WNC,9/15/2011,0.055,,,0.68,,,,,,,43.036067,-70.847983
2017-1105,02-WNC,6/15/2017,0.0722,,0.2,0.82,,,1.02,,,,43.036067,-70.847983
2004-5834,02-WNC,10/20/2004,0.061,,0.08,0.8,,,0.88,,,,43.036067,-70.847983
2005-1155,02-WNC,5/18/2005,0.031,,0.14,,,,,,,,43.036067,-70.847983
A81530-1,02-WNC,9/22/2004,0.037,,0.05,0.8,,,0.85,,,,43.036067,-70.847983
2005-5996,02-WNC,9/20/2005,0.043,,0.05,0.5,,,0.55,,,,43.036067,-70.847983
RV05090502,02-WNG,5/9/2005,0.011,,,,,,,,,,43.680644,-71.2876
RV09150419,02-WNG,9/15/2004,0.0165,,,,,,,,,,43.680644,-71.2876
RV06230510,02-WNG,6/23/2005,0.016,,,,,,,,,,43.680644,-71.2876
RV09280411,02-WNG,9/28/2004,0.0215,,,,,,,,,,43.680644,-71.2876
RV04050507,02-WNG,4/5/2005,0.012,,,,0.036,,,,,,43.680644,-71.2876
RV07220409,02-WNG,7/22/2004,0.02,,,,0.141,,,,,,43.680644,-71.2876
RV09280410,02-WNG,9/28/2004,0.0154,,,,,,,,,,43.680644,-71.2876
RV10210402,02-WNG,10/21/2004,0.011,,,,,,,,,,43.680644,-71.2876
RV10090506,02-WNG,10/9/2005,0.024,,,,,,,,,,43.680644,-71.2876
RV08180423,02-WNG,8/18/2004,0.0231,,,,,,,,,,43.680644,-71.2876
RV07150502,02-WNG,7/15/2005,0.016,,,,,,,,,,43.680644,-71.2876
RV04150407,02-WNG,4/15/2004,0.0143,,,,0.111,,,,,,43.680644,-71.2876
RV07010402,02-WNG,7/1/2004,0.0206,,,,0.084,,,,,,43.680644,-71.2876
RV07010412,02-WNG,7/1/2004,0.0143,,,,0.096,,,,,,43.680644,-71.2876
RV05310406,02-WNG,5/31/2004,0.0121,,,,0.069,,,,,,43.680644,-71.2876
RV09160512,02-WNG,9/16/2005,0.016,,,,0.385,,,,,,43.680644,-71.2876
RV09010453,02-WNG,9/1/2004,0.0177,,,,0.423,,,,,,43.680644,-71.2876
RV09220720,02-WRI,9/22/2007,,0.01,,,0.22,,,,,,43.1381,-71.015733
2018-4294,02-WTS,8/23/2018,0.0429,,0.62,0.6,0.61,,1.22,,,,42.89819,-71.4527
2018-3046,02-WTS,7/26/2018,0.0999,,0.96,0.66,0.95,,1.62,,,,42.89819,-71.4527
2018-1727,02-WTS,6/28/2018,0.17,,0.5,1.1,0.49,,1.6,,,,42.89819,-71.4527
B807524001,02-XD3,8/24/2018,,,0.32,0.32,0.32,,0.64,,,,43.603734,-71.63937
B803807001,02-XD3,6/14/2018,,,0.4,,0.4,,,,,,43.603734,-71.63937
B805574001,02-XD3,7/19/2018,,,0.31,,0.31,,,,,,43.603734,-71.63937
A811458003,02-XDB,10/27/2008,0.025,,,,,,,,,,43.225083,-72.175161
115910.01,02-XEF,11/8/2012,0.19,,,1,0.5,0.5,2,,,,42.917869,-71.370609
112602.01,02-XEF,7/27/2012,0.02,,,0.6,0.5,0.5,1.6,,,,42.917869,-71.370609
77737.01,02-XEF,4/3/2009,0.14,,0.6,0.5,,,1.1,,,,42.917869,-71.370609
114533.01,02-XEF,9/28/2012,0.02,,,0.8,1.3,0.5,2.6,,,,42.917869,-71.370609
93705.01,02-XEF,10/15/2010,0.04,,,0.5,0.5,0.5,1.5,,,,42.917869,-71.370609
102255.01,02-XEF,8/15/2011,0.09,,,0.5,0.5,0.5,1.5,,,,42.917869,-71.370609
74147.01,02-XEF,10/28/2008,0.06,,1.2,0.5,,,1.7,,,,42.917869,-71.370609
83326.01,02-XEF,10/7/2009,0.3,,0.5,0.8,,,1.3,,,,42.917869,-71.370609
103755.01,02-XEF,10/4/2011,0.09,,,0.5,0.5,0.5,1.5,,,,42.917869,-71.370609
109584.01,02-XEF,4/23/2012,0.03,,,0.5,0.5,0.5,1.5,,,,42.917869,-71.370609
112602.02,02-XEF,7/27/2012,0.02,,,0.7,0.5,0.5,1.7,,,,42.917869,-71.370609
72834.01,02-XEF,9/9/2008,0.05,,1.6,0.8,,,2.4,,,,42.917869,-71.370609
111236.01,02-XEF,6/13/2012,0.05,,,0.5,0.5,0.5,1.5,,,,42.917869,-71.370609
79377.01,02-XEF,5/27/2009,0.21,,0.5,0.6,,,1.1,,,,42.917869,-71.370609
90740.01,02-XEF,7/10/2010,0.07,,,1.3,0.5,0.5,2.3,,,,42.917869,-71.370609
99123.01,02-XEF,5/4/2011,0.05,,,0.7,0.5,0.5,1.7,,,,42.917869,-71.370609
94476.01,02-XEF,11/8/2010,0.02,,,0.5,0.5,0.5,1.5,,,,42.917869,-71.370609
103401.01,02-XEF,9/22/2011,0.03,,,0.5,0.5,0.5,1.5,,,,42.917869,-71.370609
113580.01,02-XEF,8/28/2012,0.13,,,1.4,2,0.5,3.9,,,,42.917869,-71.370609
84690.01,02-XEF,11/20/2009,0.2,,0.5,0.5,,,1,,,,42.917869,-71.370609
88333.01,02-XEF,4/16/2010,0.05,,0.5,0.7,,,1.2,,,,42.917869,-71.370609
80661.05,02-XEF,7/7/2009,0.14,,0.5,0.9,,,1.4,,,,42.917869,-71.370609
105168.01,02-XEF,11/10/2011,0.1,,,0.6,0.5,0.5,1.6,,,,42.917869,-71.370609
77737.02,02-XEF,4/3/2009,0.16,,0.6,0.5,,,1.1,,,,42.917869,-71.370609
110560.01,02-XEF,5/22/2012,0.04,,,0.5,0.5,0.5,1.5,,,,42.917869,-71.370609
98360.01,02-XEF,4/13/2011,0.05,,,0.5,0.5,0.5,1.5,,,,42.917869,-71.370609
100727.01,02-XEF,6/23/2011,0.03,,,0.5,0.5,0.5,1.5,,,,42.917869,-71.370609
80661.01,02-XEF,7/7/2009,0.14,,0.5,0.8,,,1.3,,,,42.917869,-71.370609
100727.02,02-XEF,6/23/2011,0.02,,,0.5,0.5,0.5,1.5,,,,42.917869,-71.370609
89032.01,02-XEF,5/8/2010,0.05,,0.5,0.5,,,1,,,,42.917869,-71.370609
73272.01,02-XEF,9/26/2008,0.05,,0.5,0.6,,,1.1,,,,42.917869,-71.370609
101397.01,02-XEF,7/18/2011,0.11,,,0.7,0.5,0.5,1.7,,,,42.917869,-71.370609
83973.05,02-XEF,10/28/2009,0.48,,0.5,0.5,,,1,,,,42.917869,-71.370609
